AREA;VARIEDADE;DATA DE PODA;DATA DA AMOSTRA;DIAS_POS_PODA;TEXTO DATA;ESTADO DO ENGACO;COLORACAO DO CACHO;BRIX ACIMA DO IDEAL;BRIX DO SUCO;ACIDEZ;BRIX;DIAMETRO
A14 V1;BENITAKA M;25/02/2019;10/06/2019;105;10/06/2019;MADURO;VERMELHA;0,58;14,6;0,98;14,6;22,4
B18 V1;BENITAKA M;25/02/2019;10/06/2019;105;10/06/2019;MADURO;ROSADA;0,18;12,8;1,33;13;22,2
A14 V1;BENITAKA M;25/02/2019;10/06/2019;105;10/06/2019;MADURO;ROSADA;0,17;13;1,17;12,5;22,1
B18 V1;BENITAKA M;25/02/2019;13/06/2019;108;13/06/2019;MADURO;ROSADA;0,27;12,2;1,2;13,4;21,7
A14 V1;BENITAKA M;25/02/2019;13/06/2019;108;13/06/2019;MADURO;ROSADA;0,1;13,4;1,29;12;22,3
A15 V1;RED GLOBE;06/03/2019;14/06/2019;100;14/06/2019;MADURO;VERMELHA;0,35;12,8;0,97;13,3;23,2
B10 V2;ARRA 15;11/03/2019;14/06/2019;95;14/06/2019;MADURO;¶MBAR;0,4;16,8;1,2;16,3;18,3
B14 V1;CRIMSON;14/03/2019;17/06/2019;95;17/06/2019;MADURO;VERMELHA;0,27;15,8;1,14;15,3;15,2
B18 V1;BENITAKA M;25/02/2019;17/06/2019;112;17/06/2019;MADURO;ROSADA;0,53;13,4;1,17;13,9;21,7
A14 V1;BENITAKA M;25/02/2019;17/06/2019;112;17/06/2019;MADURO;ROSADA;0,25;13,4;1,09;12,9;22,5
A15 V1;RED GLOBE;06/03/2019;17/06/2019;103;17/06/2019;MADURO;VERMELHA;0,32;12,8;0,9;13,1;22,2
B10 V2;ARRA 15;11/03/2019;17/06/2019;98;17/06/2019;MADURO;¶MBAR;0,77;18;1,08;17,6;18,5
A12 V1;ARRA 15;25/03/2019;18/06/2019;85;18/06/2019;MADURO;¶MBAR;0;13;1,65;12,8;18,7
B18 V2;BENITAKA M;11/03/2019;19/06/2019;100;19/06/2019;MADURO;VERMELHA;0,87;14,4;1,29;14,8;22,1
B14 V1;CRIMSON;14/03/2019;20/06/2019;98;20/06/2019;MADURO;VERMELHA;0,43;15,4;1,12;15,6;15,4
A12 V1;ARRA 15;25/03/2019;21/06/2019;88;21/06/2019;MADURO;¶MBAR;0;14;1,42;13,7;19
B18 V2;BENITAKA M;11/03/2019;25/06/2019;106;25/06/2019;MADURO;VERMELHA;0,9;15,2;1,15;14,9;22
A12 V1;ARRA 15;25/03/2019;25/06/2019;92;25/06/2019;MADURO;¶MBAR;0,13;14,2;1,28;14;19
B14 V1;CRIMSON;14/03/2019;25/06/2019;103;25/06/2019;MADURO;VERMELHA;0,7;16,2;1;16;15,9
A12 V2;ARRA 15;01/04/2019;25/06/2019;85;25/06/2019;MADURO;¶MBAR;0,05;14;1,45;13,8;18
B14 V2;CRIMSON;18/03/2019;25/06/2019;99;25/06/2019;MADURO;VERMELHA;0,35;14;1,3;15;16
A12 V1;ARRA 15;25/03/2019;01/07/2019;98;01/07/2019;MADURO;¶MBAR;0,28;15;1,1;15,7;19,9
A12 V2;ARRA 15;01/04/2019;01/07/2019;91;01/07/2019;MADURO;¶MBAR;0,42;16;1,2;16,1;19,1
B18 V2;BENITAKA M;11/03/2019;01/07/2019;112;01/07/2019;MADURO;VERMELHA;0,98;16,4;1,1;15,9;22,7
B14 V1;CRIMSON;14/03/2019;01/07/2019;109;01/07/2019;MADURO;VERMELHA;0,96;17,2;1;17,4;16,2
B14 V2;CRIMSON;18/03/2019;01/07/2019;105;01/07/2019;MADURO;VERMELHA;0,85;16,6;1,2;16,8;16
A12 V2;ARRA 15;01/04/2019;28/06/2019;88;28/06/2019;MADURO;¶MBAR;0,33;16;1,29;15;18
A12 V1;ARRA 15;25/03/2019;28/06/2019;95;28/06/2019;MADURO;¶MBAR;0,13;15;1,27;14,9;19
B18 V2;BENITAKA M;11/03/2019;28/06/2019;109;28/06/2019;MADURO;VERMELHA;0,98;16;1,06;16;21,9
B14 V2;CRIMSON;18/03/2019;28/06/2019;102;28/06/2019;MADURO;VERMELHA;0,7;16,8;1,29;16;15,7
B14 V1;CRIMSON;14/03/2019;28/06/2019;106;28/06/2019;MADURO;VERMELHA;0,85;17;1;16,9;16
B18 V2;BENITAKA M;11/03/2019;04/07/2019;115;04/07/2019;MADURO;VERMELHA;1;15,4;0,9;16,5;22,8
B14 V1;CRIMSON;14/03/2019;04/07/2019;112;04/07/2019;MADURO;VERMELHA;0,98;17,4;0,87;18,4;15,9
B14 V2;CRIMSON;18/03/2019;04/07/2019;108;04/07/2019;MADURO;VERMELHA;0,97;16,2;1;17,5;16
A01 V2;ARRA 15;15/02/2019;04/07/2019;139;04/07/2019;;VERDE;0,02;12;1,9;12,9;18,8
A12 V2;ARRA 15;01/04/2019;04/07/2019;94;04/07/2019;MADURO;¶MBAR;0,58;17;0,9;16,9;18,8
A12 V1;ARRA 15;25/03/2019;05/07/2019;102;05/07/2019;MADURO;¶MBAR;0,45;16,2;1;16,6;19,9
B14 V1;CRIMSON;14/03/2019;08/07/2019;116;08/07/2019;MADURO;VERMELHA;1;18;0,8;18,8;16
B18 V2;BENITAKA M;11/03/2019;08/07/2019;119;08/07/2019;MADURO;VERMELHA;1;17;0,9;16,9;23
A01 V2;ARRA 15;15/04/2019;08/07/2019;84;08/07/2019;MADURO;VERDE;0,03;13;1,8;13;19
B14 V2;CRIMSON;18/03/2019;08/07/2019;112;08/07/2019;MADURO;VERMELHA;0,97;18;1;17,7;16
B13 V2.2;BLACK;23/04/2019;11/07/2019;79;11/07/2019;;PRETA;0,27;15,4;1;15,6;19
B14 V2;CRIMSON;18/03/2019;11/07/2019;115;11/07/2019;MADURO;VERMELHA;0,93;18;0,9;18;15,9
A01 V2;ARRA 15;15/04/2019;11/07/2019;87;11/07/2019;;¶MBAR;0,13;14;1,6;14;18,9
A13 V1;BENITAKA M;03/04/2019;12/07/2019;100;12/07/2019;MADURO;VERMELHA;0,95;14,8;1,2;14,8;22
A13 V2;BENITAKA M;03/04/2019;12/07/2019;100;12/07/2019;MADURO;VERMELHA;0,83;14,6;1,2;14,7;22,6
A13 V1;BENITAKA M;03/04/2019;15/07/2019;103;15/07/2019;MADURO;VERMELHA;1;15;1;15;22,6
A01 V2;ARRA 15;15/04/2019;15/07/2019;91;15/07/2019;;¶MBAR;0,23;15;1,4;14,9;19,8
B13 V2.2;BLACK;23/04/2019;15/07/2019;83;15/07/2019;MADURO;PRETA;0,4;16,4;0,99;16;19
A13 V2;BENITAKA M;03/04/2019;15/07/2019;103;15/07/2019;MADURO;VERMELHA;0,95;15;1,1;15;23
B12 V02;ARRA 15;22/04/2019;16/07/2019;85;16/07/2019;;VERDE;0;13;1,9;12,7;17,9
B09 V2;CRIMSON;08/04/2019;16/07/2019;99;16/07/2019;MADURO;VERMELHA;0,43;16;1,1;15,6;16
A10 V2;ARRA 15;;27/03/2019;43551;27/03/2019;MADURO;¶MBAR;0,88;17,4;0,7;17,5;18,7
A03 V1 E V2;ARRA 15;;27/03/2019;43551;27/03/2019;VERDE;¶MBAR;0,63;15,4;0,85;15,8;19,2
A03 V3 E V4;ARRA 15;;27/03/2019;43551;27/03/2019;VERDE;¶MBAR;0,4;14,4;0,97;14,8;19,4
A01 V2;ARRA 15;15/04/2019;18/07/2019;94;18/07/2019;MADURO;¶MBAR;0,45;15,6;1,3;15,8;19,6
A13 V1;BENITAKA M;03/04/2019;18/07/2019;106;18/07/2019;MADURO;VERMELHA;1;16;1,1;15,9;22,8
A13 V2;BENITAKA M;03/04/2019;18/07/2019;106;18/07/2019;MADURO;VERMELHA;0,97;15,4;1;15,7;23
B13 V02,2;BLACK;23/04/2019;18/07/2019;86;18/07/2019;MADURO;PRETA;0,53;17;0,9;16;19
B12 V02;ARRA 15;22/04/2019;19/07/2019;88;19/07/2019;MADURO;¶MBAR;0,02;13,2;1,7;13,6;18
B09 V2;CRIMSON;08/04/2019;19/07/2019;102;19/07/2019;MADURO;VERMELHA;0,65;16;0,99;16;17
A13 V2;BENITAKA M;03/04/2019;22/07/2019;110;22/07/2019;MADURO;VERMELHA;1;16,2;1;16;23,7
B13 V2.2;SUMMER ROYAL;23/04/2019;22/07/2019;90;22/07/2019;MADURO;PRETA;0,8;17,6;0,9;17,7;18,9
A13 V1;BENITAKA M;03/04/2019;22/07/2019;110;22/07/2019;MADURO;VERMELHA;1;15,8;1;16;23
B12 V02;ARRA 15;22/04/2019;22/07/2019;91;22/07/2019;MADURO;¶MBAR;0,08;14;1,5;14;18,8
A01 V2;ARRA 15;15/04/2019;22/07/2019;98;22/07/2019;MADURO;¶MBAR;0,4;16;1,2;16;20
B12 V01;ARRA 15;29/04/2019;23/07/2019;85;23/07/2019;MADURO;¶MBAR;0,05;13,4;1,7;13;18,9
B09 V2;CRIMSON;08/04/2019;23/07/2019;106;23/07/2019;MADURO;VERMELHA;0,97;16,8;0,9;17;16,6
A13 V1;BENITAKA M;03/04/2019;25/07/2019;113;25/07/2019;MADURO;VERMELHA;1;16;0,91;16,5;23,4
A13 V2;BENITAKA M;03/04/2019;25/07/2019;113;25/07/2019;MADURO;VERMELHA;0,98;16,2;0,85;16,2;23,4
A01 V2;ARRA 15;15/04/2019;25/07/2019;101;25/07/2019;MADURO;¶MBAR;0,72;17,6;1,08;18;19,7
B12 V02;ARRA 15;22/04/2019;25/07/2019;94;25/07/2019;MADURO;¶MBAR;0,33;15,6;1,46;15,6;18,3
B09 V2;CRIMSON;08/04/2019;26/07/2019;109;26/07/2019;MADURO;VERMELHA;1;18;0,92;17,8;16,6
B12 V01;ARRA 15;29/04/2019;26/07/2019;88;26/07/2019;MADURO;¶MBAR;0,13;15;1,52;14,9;19
B12 V02;ARRA 15;22/04/2019;29/07/2019;98;29/07/2019;MADURO;¶MBAR;0,52;16;1,2;17;19
B12 V01;ARRA 15;29/04/2019;29/07/2019;91;29/07/2019;MADURO;¶MBAR;0,35;15,2;1,4;15;19
B09 V2;CRIMSON;08/04/2019;29/07/2019;112;29/07/2019;MADURO;VERMELHA;1;18,6;0,8;18,7;16,7
A13 V1;BENITAKA M;03/04/2019;29/07/2019;117;29/07/2019;MADURO;VERMELHA;1;17,4;0,8;17;23
A01 V2;ARRA 15;15/04/2019;29/07/2019;105;29/07/2019;MADURO;¶MBAR;0,8;17,8;1;18;19,9
B05 V1;CRIMSON;22/04/2019;29/07/2019;98;29/07/2019;MADURO;VERMELHA;0,37;15,4;1,2;15;15
B05 V2;CRIMSON;22/04/2019;29/07/2019;98;29/07/2019;MADURO;ROSADA;0;14;1,5;14;16,9
A01 V2;ARRA 15;15/04/2019;01/08/2019;108;01/08/2019;MADURO;¶MBAR;0,92;19,6;0,9;19,7;19
B05 V1;CRIMSON;22/04/2019;01/08/2019;101;01/08/2019;MADURO;VERMELHA;0,62;15,8;1,15;15,9;16
B05 V2;CRIMSON;22/04/2019;01/08/2019;101;01/08/2019;MADURO;ROSADA;0,02;14;1,33;14;17,7
B12 V01;ARRA 15;29/04/2019;01/08/2019;94;01/08/2019;MADURO;¶MBAR;0,5;16,8;1,3;16,9;19
B12 V02;ARRA 15;22/04/2019;01/08/2019;101;01/08/2019;MADURO;¶MBAR;0,7;17,2;1,2;18;18
B13 V2.1;SUMMER ROYAL;13/05/2019;01/08/2019;80;01/08/2019;MADURO;PRETA;0,08;14,8;1,24;15;18,7
B12 V01;ARRA 15;29/04/2019;05/08/2019;98;05/08/2019;MADURO;¶MBAR;0,77;17;1,07;18,5;19,4
B12 V02;ARRA 15;22/04/2019;05/08/2019;105;05/08/2019;MADURO;¶MBAR;0,85;18;1,08;19,3;19,1
A07 V3;THOMPSON;10/05/2019;05/08/2019;87;05/08/2019;MADURO;¶MBAR;0;13;2;12,8;16,6
B05 V1;CRIMSON;22/04/2019;05/08/2019;105;05/08/2019;MADURO;VERMELHA;0,82;17;1,03;16,8;16,3
B13 V2,1;SUMMER ROYAL;13/05/2019;05/08/2019;84;05/08/2019;MADURO;PRETA;0,25;15;1,08;15;19,6
B05 V2;CRIMSON;22/04/2019;05/08/2019;105;05/08/2019;MADURO;VERMELHA;0,42;14;1,06;15;17
B09 V1;CRIMSON;29/04/2019;06/08/2019;99;06/08/2019;MADURO;ROSADA;0,07;14,6;1,3;14,2;16,4
B13 V1;SUGRAONE;25/05/2019;06/08/2019;73;06/08/2019;MADURO;VERDE;0;12;1,12;11,6;20,2
B05 V2;CRIMSON;22/04/2019;08/08/2019;108;08/08/2019;MADURO;VERMELHA;0,6;15,2;1,16;15,8;18,2
A07 V3;THOMPSON;10/05/2019;08/08/2019;90;08/08/2019;MADURO;¶MBAR;0,03;13,8;1,81;14;16,7
A02 V1;SUGRAONE;27/05/2019;08/08/2019;73;08/08/2019;;¶MBAR;0,03;11;1,39;10,8;18,3
B13 V02,1;SUMMER ROYAL;13/05/2019;08/08/2019;87;08/08/2019;MADURO;PRETA;0,2;15,2;0,95;15,4;19,8
A02 V2;SUGRAONE;27/05/2019;08/08/2019;73;08/08/2019;;¶MBAR;0;10,8;1,39;10,9;18,8
B05 V1;CRIMSON;22/04/2019;08/08/2019;108;08/08/2019;MADURO;VERMELHA;0,87;16,8;0,99;16,8;16,9
B13 V01;SUGRAONE;25/05/2019;09/08/2019;76;09/08/2019;MADURO;¶MBAR;0,05;12,6;1,01;12,5;21,3
B15 V1;THOMPSON;14/05/2019;09/08/2019;87;09/08/2019;;¶MBAR;0,02;13,2;2;12;16,6
B15 V2;THOMPSON;16/05/2019;09/08/2019;85;09/08/2019;;¶MBAR;0;11;2,62;10,5;16,3
B09 V1;CRIMSON;29/04/2019;09/08/2019;102;09/08/2019;MADURO;VERMELHA;0,13;14,6;1,29;14,5;16,8
B03 V2;CRIMSON;06/05/2019;12/08/2019;98;12/08/2019;MADURO;VERMELHA;0,05;14;1,18;14;16,9
A01 V1;CRIMSON;06/05/2019;12/08/2019;98;12/08/2019;MADURO;VERMELHA;0,23;14,6;1,19;15;16,7
A02 V2;SUGRAONE;27/05/2019;12/08/2019;77;12/08/2019;;¶MBAR;0;12;1,05;11,8;19
A02 V1;SUGRAONE;27/05/2019;12/08/2019;77;12/08/2019;;¶MBAR;0,07;12;1;11,86;19
A07 V3;THOMPSON;10/05/2019;12/08/2019;94;12/08/2019;MADURO;¶MBAR;0,13;15;1,56;14;16,8
B15 V2;THOMPSON;16/05/2019;12/08/2019;88;12/08/2019;MADURO;¶MBAR;0;12,4;1,97;12;16,9
B13 V2,1;SUMMER ROYAL;13/05/2019;12/08/2019;91;12/08/2019;MADURO;PRETA;0,68;17,6;0,88;17;19
B15 V1;THOMPSON;14/05/2019;12/08/2019;90;12/08/2019;MADURO;¶MBAR;0,03;14;1,67;14;17
B13 V01;SUGRAONE;25/05/2019;12/08/2019;79;12/08/2019;MADURO;¶MBAR;0,32;14;0,85;14,1;21,33
B05 V2;CRIMSON;22/04/2019;12/08/2019;112;12/08/2019;MADURO;VERMELHA;0,55;16;1,04;16,1;17,6
B05 V1;CRIMSON;22/04/2019;12/08/2019;112;12/08/2019;MADURO;VERMELHA;0,97;17,4;0,93;17,4;16,7
B09 V1;CRIMSON;29/04/2019;13/08/2019;106;13/08/2019;MADURO;VERMELHA;0,58;16;1,16;15,8;16,7
B04 V2;CRIMSON;06/05/2019;14/08/2019;100;14/08/2019;MADURO;VERMELHA;0,03;14;1,31;13,9;17
B11 V2,2;ARRA 30;26/05/2019;13/08/2019;79;13/08/2019;MADURO;¶MBAR;0;13;1,23;13,3;17,4
A01 V1;CRIMSON;06/05/2019;15/08/2019;101;15/08/2019;MADURO;VERMELHA;0,58;15;1;15,7;16
A07 V3;THOMPSON;10/05/2019;15/08/2019;97;15/08/2019;MADURO;¶MBAR;0,17;14,6;1,36;15,6;16,7
B03 V2;CRIMSON;06/05/2019;15/08/2019;101;15/08/2019;MADURO;VERMELHA;0,15;13,6;1,14;14;16,9
A02 V2;SUGRAONE;27/05/2019;15/08/2019;80;15/08/2019;MADURO;¶MBAR;0,07;11,8;0,99;12,2;19,3
A02 V1;SUGRAONE;27/05/2019;15/08/2019;80;15/08/2019;MADURO;¶MBAR;0,05;12;0,95;12;19
B13 V01;SUGRAONE;25/05/2019;15/08/2019;82;15/08/2019;MADURO;¶MBAR;0,45;14;0,7;14;21,6
B15 V2;THOMPSON;16/05/2019;15/08/2019;91;15/08/2019;MADURO;¶MBAR;0,07;13,8;1,66;13,7;16,8
B15 V1;THOMPSON;14/05/2019;15/08/2019;93;15/08/2019;MADURO;¶MBAR;0,22;14,6;1,52;15;17
B13 V2,1;SUMMER ROYAL;13/05/2019;15/08/2019;94;15/08/2019;MADURO;PRETA;0,82;18,4;0,86;18;19
B05 V2;CRIMSON;22/04/2019;15/08/2019;115;15/08/2019;MADURO;VERMELHA;0,83;16,4;0,93;16;17,8
B09 V1;CRIMSON;29/04/2019;16/08/2019;109;16/08/2019;MADURO;VERMELHA;0,4;15;1,14;15;17
B11 V2,2;ARRA 30;26/05/2019;16/08/2019;82;16/08/2019;MADURO;¶MBAR;0;13;1,11;13;18
B04 V2;CRIMSON;06/05/2019;16/08/2019;102;16/08/2019;MADURO;VERMELHA;0,07;14;1,24;14;17,6
A03 V3 E V4;ARRA 15;25/05/2019;16/08/2019;83;16/08/2019;;VERDE;0;10,6;2,38;11;19
A03 V1 E V2;ARRA 15;25/05/2019;16/08/2019;83;16/08/2019;;VERDE;0;12,6;1,85;12;19,8
A06 V4;ARRA 15;27/05/2019;16/08/2019;81;16/08/2019;;VERDE;0;12;2,48;11,87;17,8
A06 V3;ARRA 15;27/05/2019;16/08/2019;81;16/08/2019;;VERDE;0;12;2,32;12;18
B03 V2;CRIMSON;06/05/2019;19/08/2019;105;19/08/2019;MADURO;VERMELHA;0,42;15,8;1,03;15,6;16,88
B15 V2;THOMPSON;16/05/2019;19/08/2019;95;19/08/2019;MADURO;¶MBAR;0,07;13,8;1,55;14;17
B15 V1;THOMPSON;14/05/2019;19/08/2019;97;19/08/2019;MADURO;¶MBAR;0,23;15,4;1,39;16;17
A07 V3;THOMPSON;10/05/2019;19/08/2019;101;19/08/2019;MADURO;¶MBAR;0,43;15,8;1,16;16,6;17
A01 V1;CRIMSON;06/05/2019;19/08/2019;105;19/08/2019;MADURO;VERMELHA;0,68;16;1,05;16;16,9
B05 V2;CRIMSON;22/04/2019;19/08/2019;119;19/08/2019;MADURO;VERMELHA;0,95;16,6;0,91;17;17,6
B13 V01;SUGRAONE;25/05/2019;19/08/2019;86;19/08/2019;MADURO;¶MBAR;0,5;14,2;0,71;14,8;22
A02 V2;SUGRAONE;27/05/2019;19/08/2019;84;19/08/2019;MADURO;¶MBAR;0,18;13,2;0,82;13;20
A02 V1;SUGRAONE;27/05/2019;19/08/2019;84;19/08/2019;MADURO;¶MBAR;0,08;12,8;0,8;12,8;20
B11 V2,2;ARRA 30;26/05/2019;19/08/2019;85;19/08/2019;MADURO;¶MBAR;0,03;13,8;0,92;14;18
B09 V1;CRIMSON;29/04/2019;19/08/2019;112;19/08/2019;MADURO;VERMELHA;0,67;16,4;1,03;16;17
A03 V1 E V2;ARRA 15;25/05/2019;20/08/2019;87;20/08/2019;MADURO;VERDE;0,02;12,8;1,7;12,7;20,4
B04 V2;CRIMSON;06/05/2019;20/08/2019;106;20/08/2019;MADURO;VERMELHA;0,12;14,2;1,12;14,8;18
A06 V4;ARRA 15;27/05/2019;20/08/2019;85;20/08/2019;;VERDE;0,03;13;2,1;12,8;18,2
A06 V3;ARRA 15;27/05/2019;20/08/2019;85;20/08/2019;;VERDE;0;13;1,97;12,9;18,2
A03 V3 E V4;ARRA 15;25/05/2019;20/08/2019;87;20/08/2019;;VERDE;0;11,2;1,99;11,6;20,4
A07 V3;THOMPSON;10/05/2019;22/08/2019;104;22/08/2019;MADURO;¶MBAR;0,43;16;1,18;16,2;17
B03 V2;CRIMSON;06/05/2019;22/08/2019;108;22/08/2019;MADURO;VERMELHA;0,58;15,6;0,91;16,1;17,6
A06 V3;ARRA 15;27/05/2019;22/08/2019;87;22/08/2019;MADURO;VERDE;0,08;14;1,78;14,4;18,7
A06 V4;ARRA 15;27/05/2019;22/08/2019;87;22/08/2019;MADURO;VERDE;0,07;14;1,7;14,4;18,5
A02 V1;SUGRAONE;27/05/2019;22/08/2019;87;22/08/2019;MADURO;¶MBAR;0,27;14;0,69;13,9;21
A02 V2;SUGRAONE;27/05/2019;22/08/2019;87;22/08/2019;MADURO;¶MBAR;0,38;14;0,68;14,2;20,9
A03 V1 E V2;ARRA 15;25/05/2019;22/08/2019;89;22/08/2019;MADURO;VERDE;0,05;13,8;1,54;13,7;20,5
A01 V1;CRIMSON;06/05/2019;22/08/2019;108;22/08/2019;MADURO;VERMELHA;0,63;16;1,03;16,2;17,1
B04 V2;CRIMSON;06/05/2019;22/08/2019;108;22/08/2019;MADURO;VERMELHA;0,32;15,2;1,09;15,3;17,8
B09 V1;CRIMSON;29/04/2019;22/08/2019;115;22/08/2019;MADURO;VERMELHA;0,82;16,6;0,94;16,8;17,4
A03 V3 E V4;ARRA 15;25/05/2019;22/08/2019;89;22/08/2019;MADURO;VERDE;0;12,2;0,91;12,7;20,6
B13 V01;SUGRAONE;25/05/2019;23/08/2019;90;23/08/2019;MADURO;¶MBAR;0,68;15,4;0,61;15,8;22
B11 V2,2;ARRA 30;26/05/2019;23/08/2019;89;23/08/2019;MADURO;¶MBAR;0,3;15;0,69;16;19
B15 V1;THOMPSON;14/05/2019;23/08/2019;101;23/08/2019;MADURO;¶MBAR;0,42;16,4;1,32;16;17,9
B15 V2;THOMPSON;16/05/2019;23/08/2019;99;23/08/2019;MADURO;¶MBAR;0,12;14,6;1,43;14;17,6
A09 V1;ARRA 15;26/05/2019;23/08/2019;89;23/08/2019;MADURO;VERDE;0;12,2;2,3;12,9;18,8
A02 V3;SUGRAONE;03/06/2019;23/08/2019;81;23/08/2019;MADURO;VERDE;0,05;11,8;0,92;12,7;20
A02 V4;SUGRAONE;03/06/2019;23/08/2019;81;23/08/2019;MADURO;VERDE;0,02;11;1,1;11;18,7
A07 V3;THOMPSON;10/05/2019;26/08/2019;108;26/08/2019;MADURO;¶MBAR;0,72;17;1;17,4;17
A01 V1;CRIMSON;06/05/2019;26/08/2019;112;26/08/2019;MADURO;VERMELHA;0,95;17,4;0,9;17,6;17
A02 V1;SUGRAONE;27/05/2019;26/08/2019;91;26/08/2019;MADURO;¶MBAR;0,73;14,8;0,64;15;20
A02 V2;SUGRAONE;27/05/2019;26/08/2019;91;26/08/2019;MADURO;¶MBAR;0,52;14,4;0,64;14,7;20
A03 V1 E V2;ARRA 15;25/05/2019;26/08/2019;93;26/08/2019;MADURO;¶MBAR;0,2;14,6;1,36;15;20
A03 V3 E V4;ARRA 15;26/05/2019;26/08/2019;92;26/08/2019;MADURO;VERDE;0,08;13,8;1,63;14,5;19,9
A04 V3 E V4;ARRA 12;27/05/2019;26/08/2019;91;26/08/2019;MADURO;ROSADA;0;12,8;1,4;12,97;19,7
A06 V3;ARRA 15;27/05/2019;26/08/2019;91;26/08/2019;MADURO;¶MBAR;0,23;15;1,65;15,6;18
A06 V4;ARRA 15;27/05/2019;26/08/2019;91;26/08/2019;MADURO;¶MBAR;0,33;15;1,62;15,6;18
A07 V3;THOMPSON;27/05/2019;26/08/2019;91;26/08/2019;MADURO;¶MBAR;0,72;17;1;17,4;17
B03 V2;CRIMSON;06/05/2019;26/08/2019;112;26/08/2019;MADURO;VERMELHA;0,83;17;0,9;17;17
B04 V2;CRIMSON;06/05/2019;26/08/2019;112;26/08/2019;MADURO;VERMELHA;0,77;16,4;0,99;16;17
B09 V1;CRIMSON;29/04/2019;26/08/2019;119;26/08/2019;MADURO;VERMELHA;0,98;18;0,9;18;16,9
B11 V02;ARRA 15;27/05/2019;26/08/2019;91;26/08/2019;MADURO;¶MBAR;0,45;15,8;0,6;16,7;18,8
B15 V1;THOMPSON;14/05/2019;26/08/2019;104;26/08/2019;MADURO;¶MBAR;0,73;17,2;1,12;17;18
A02 V3 E V4;SUGRAONE;03/06/2019;27/08/2019;85;27/08/2019;MADURO;¶MBAR;0,18;13;0,82;13,5;19,4
A09 V1;ARRA 15;26/05/2019;27/08/2019;93;27/08/2019;MADURO;¶MBAR;0,02;13,2;1,79;13,6;18,4
B15 V2;THOMPSON;16/05/2019;27/08/2019;103;27/08/2019;MADURO;¶MBAR;0,23;15,6;1,21;15,9;18
A02 V2;SUGRAONE;27/05/2019;29/08/2019;94;29/08/2019;MADURO;¶MBAR;0,75;15;0,63;15;20
B03 V2;CRIMSON;06/05/2019;29/08/2019;115;29/08/2019;MADURO;VERMELHA;0,87;17,2;0,81;17;18
B04 V2;CRIMSON;06/05/2019;29/08/2019;115;29/08/2019;MADURO;VERMELHA;0,77;17;0,93;16,7;18
B15 V2;THOMPSON;16/05/2019;29/08/2019;105;29/08/2019;MADURO;¶MBAR;0,45;16;1,15;16;18
A02 V1;SUGRAONE;27/05/2019;29/08/2019;94;29/08/2019;MADURO;¶MBAR;0,68;15;0,5;15,2;21,1
A06 V3;ARRA 15;27/05/2019;29/08/2019;94;29/08/2019;MADURO;¶MBAR;0,5;16;1,4;16,6;18,8
A03 V1 E V2;ARRA 15;25/05/2019;29/08/2019;96;29/08/2019;MADURO;¶MBAR;0,22;15;1,3;14,9;20,2
A03 V3 E V4;ARRA 15;25/05/2019;29/08/2019;96;29/08/2019;MADURO;¶MBAR;0,13;14;1,4;14,7;20,3
A07 V3;THOMPSON;10/05/2019;29/08/2019;111;29/08/2019;MADURO;¶MBAR;0,8;17,8;0,94;17,9;17,6
B15 V1;THOMPSON;14/05/2019;29/08/2019;107;29/08/2019;MADURO;¶MBAR;0,78;17;1,04;18,1;18,2
A06 V4;ARRA 15;27/05/2019;29/08/2019;94;29/08/2019;MADURO;¶MBAR;0,53;16,4;1,4;17;18,7
A02 V4;SUGRAONE;03/06/2019;30/08/2019;88;30/08/2019;MADURO;¶MBAR;0,13;12,8;0,78;13,2;20
B11 V02;ARRA 30;27/05/2019;30/08/2019;95;30/08/2019;MADURO;¶MBAR;0,67;17;0,55;17,2;19
B09 V1;CRIMSON;29/04/2019;30/08/2019;123;30/08/2019;MADURO;VERMELHA;0,97;18;0,85;17;17,9
A01 V1;CRIMSON;06/05/2019;30/08/2019;116;30/08/2019;MADURO;VERMELHA;0,98;18;0,87;18;17
A02 V3;SUGRAONE;03/06/2019;30/08/2019;88;30/08/2019;MADURO;¶MBAR;0,37;14;0,77;14;20,3
A04 V3 E V4;ARRA 12;27/05/2019;30/08/2019;95;30/08/2019;MADURO;VERMELHA;0;13,6;1,12;13;20,7
A09 V1;ARRA 15;26/05/2019;30/08/2019;96;30/08/2019;MADURO;VERDE;0,03;15;1,74;14;19
A02 V1 E V2;SUGRAONE;27/05/2019;02/09/2019;98;02/09/2019;MADURO;;0,67;15;0,55;15,1;20,9
A02 V3 E V4;SUGRAONE;27/05/2019;02/09/2019;98;02/09/2019;MADURO;;0,32;14;0,69;14;20,4
A03 V1 E V2;ARRA 15;25/05/2019;02/09/2019;100;02/09/2019;MADURO;;0,43;15,8;1,11;16,6;20,4
A03 V3 E V4;ARRA 15;25/05/2019;02/09/2019;100;02/09/2019;MADURO;;0,2;14,8;1,3;15,4;20,5
A06 V3;ARRA 15;27/05/2019;02/09/2019;98;02/09/2019;MADURO;;0,83;17,6;1,31;18;18,6
A06 V4;ARRA 15;27/05/2019;02/09/2019;98;02/09/2019;MADURO;;0,84;17,8;1,16;18,8;18,7
A09 V1;ARRA 15;26/05/2019;02/09/2019;99;02/09/2019;MADURO;;0,22;15,4;1,44;15,4;19,2
